,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,cut_color_clarity_score,raw_density,marketing_carat,marketing_carat_int
228,0.39,Premium,F,VS1,60.6,55.0,1092,4.77,4.73,2.88,4,5,5,47,3.601171876731333,regular,1
229,0.31,Very Good,G,SI1,63.0,56.0,462,4.3,4.34,2.72,3,4,3,33,3.6642564002345126,regular,1
230,0.31,Premium,G,VS2,61.8,58.0,435,4.35,4.39,2.7,4,4,4,40,3.607409152927966,regular,1
231,0.6,Ideal,F,SI1,61.5,58.0,1646,5.38,5.41,3.32,5,5,3,42,3.725502646886842,regular,1
232,0.31,Ideal,G,SI2,60.5,57.0,523,4.4,4.36,2.65,5,4,2,35,3.658709301776637,regular,1
233,0.3,Very Good,D,VS2,62.6,61.0,710,4.22,4.25,2.65,3,7,4,46,3.7872611263945797,regular,1
234,0.41,Ideal,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96,5,4,7,55,3.6604083801568015,regular,1
235,0.33,Premium,G,VS1,60.3,58.0,621,4.5,4.52,2.72,4,4,5,44,3.5788651743883397,regular,1
236,0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53,3,5,5,44,3.6495193478746875,regular,1
237,0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6,3,6,7,55,3.680592890934832,regular,1
238,0.7,Very Good,I,VS1,63.3,55.0,1995,5.64,5.6,3.56,3,2,5,35,3.735357398995936,regular,1
239,0.35,Ideal,D,VS1,60.8,57.0,952,4.61,4.57,2.79,5,7,5,56,3.5727116488416417,regular,1
240,1.0,Ideal,G,SI1,61.0,57.0,5622,6.47,6.44,3.94,5,4,3,39,3.654810639631334,good,2
241,0.76,Premium,F,IF,60.6,60.0,4150,5.89,5.85,3.56,4,5,8,59,3.7174375702828053,regular,1
242,1.0,Very Good,G,SI1,62.6,59.0,4844,6.29,6.33,3.95,3,4,3,33,3.815046179703363,good,2
243,1.03,Good,D,SI2,57.6,58.0,4177,6.6,6.67,3.82,2,7,2,35,3.674983070102265,good,2
244,0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49,3,5,6,48,3.737125229870572,regular,1
245,1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,5,3,4,40,3.6051889812751954,regular,1
246,1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0,5,4,7,55,3.6514463981849126,good,2
247,1.14,Very Good,J,SI1,63.3,55.0,4173,6.6,6.67,4.2,3,1,3,24,3.699448976810296,regular,1
248,1.1,Ideal,D,VS1,61.9,56.0,10144,6.58,6.61,4.09,5,7,5,56,3.7101654294183137,regular,1
249,0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52,4,5,2,35,3.67358934169279,regular,1
250,0.71,Ideal,H,VS1,60.3,59.0,2487,5.75,5.79,3.48,5,3,5,44,3.6769180176751,regular,1
251,0.7,Good,D,VVS1,61.0,61.0,4407,5.69,5.72,3.48,2,7,7,55,3.7081880606515476,regular,1
252,1.33,Ideal,G,VVS1,62.2,54.0,12255,7.02,7.06,4.38,5,4,7,55,3.6760970440973555,regular,1
253,1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,4,3,3,33,3.6786872089678586,regular,1
254,0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21,5,5,7,58,3.649732550353226,regular,1
255,1.3,Very Good,F,SI2,61.1,58.0,6149,6.98,7.02,4.28,3,5,2,32,3.7192750686578178,regular,1
256,1.05,Premium,F,VVS2,61.3,59.0,8693,6.56,6.48,4.0,4,5,6,51,3.705115176151762,regular,1
257,0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22,4,4,4,40,3.6559368341344425,regular,1
258,0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,3.41,3,7,3,42,3.759681179036018,regular,1
259,0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78,3,6,2,35,3.680113234253363,regular,1
260,1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16,4,7,4,49,3.7987455022853247,regular,1
261,1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03,4,6,3,42,3.676995663001818,good,2
262,1.05,Premium,H,SI1,59.3,58.0,5161,6.65,6.61,3.93,4,3,3,33,3.646908728207441,regular,1
263,0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79,5,5,4,46,3.6350126557242097,regular,1
264,1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,4,2,4,34,3.671167085611617,regular,1
265,0.52,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11,4,7,3,45,3.5714835173288377,regular,1
266,0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24,2,2,2,20,3.7809200790540447,regular,1
267,1.11,Ideal,E,VS2,61.0,57.0,9625,6.65,6.7,4.08,5,6,4,49,3.6636807118762666,regular,1
268,0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7,5,4,8,59,3.639947744000199,regular,1
269,0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,5,5,4,46,3.6435993093355092,regular,1
270,1.03,Ideal,F,SI2,61.8,56.0,4454,6.49,6.46,4.0,5,5,2,38,3.6851168981094995,good,2
271,0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69,4,2,5,38,3.602836414850237,regular,1
272,0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55,3,5,4,40,3.6542795724858324,regular,1
273,0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74,5,6,4,49,3.5870852376645743,regular,1
274,2.01,Very Good,H,SI1,60.1,60.0,17476,8.25,8.2,4.94,3,3,3,30,3.60871477687909,good,2
275,0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7,5,4,5,47,3.6565306494398366,regular,1
276,0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,2,4,2,26,3.711607135787415,regular,1
277,1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06,5,5,4,46,3.6146899392602685,regular,1
278,0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68,5,3,7,52,3.6932197251291443,regular,1
279,1.02,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,4,3,4,37,3.6755544154930675,good,2
280,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78,5,6,4,49,3.705717470312085,regular,1
281,0.32,Ideal,F,SI1,60.9,55.0,586,4.46,4.53,2.72,5,5,3,42,3.4938098424117063,regular,1
282,2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39,4,3,2,29,3.803636441813872,regular,1
283,0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,5,6,3,45,3.660391291835943,regular,1
284,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,5,3,8,56,3.6774752737341405,regular,1
285,0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16,4,6,4,46,3.630466878040516,regular,1
286,0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4,2,4,7,46,3.6594801447063,regular,1
287,0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,5,3,4,40,3.5782442748091605,regular,1
288,0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,5,4,7,55,3.5591396531262496,regular,1
289,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55,5,5,5,50,3.6295335142050873,regular,1
290,0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97,5,4,6,51,3.589173187297056,regular,1
291,1.02,Ideal,J,SI2,61.6,55.0,2611,6.49,6.43,3.98,5,1,2,26,3.6847894768385276,good,2
292,0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77,3,5,6,48,3.6343372180360047,regular,1
293,1.01,Premium,F,SI2,62.9,59.0,4616,6.32,6.27,3.96,4,5,2,35,3.86182704031411,good,2
294,0.32,Very Good,F,VVS2,62.0,55.0,717,4.38,4.42,2.73,3,5,6,48,3.632805963432629,regular,1
295,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53,3,6,4,43,3.7384581180599343,regular,1
296,1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04,2,4,4,34,3.704173741920967,good,2
297,0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74,5,6,8,65,3.6822733686273654,regular,1
298,0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38,4,7,3,45,3.6925794661564018,regular,1
299,0.3,Ideal,F,IF,59.8,58.0,873,4.37,4.46,2.64,5,5,8,62,3.498261597203629,regular,1
300,1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18,4,4,2,32,3.61661274625845,regular,1
301,0.7,Ideal,I,VVS2,62.7,54.0,2487,5.65,5.69,3.55,5,2,6,45,3.6801051108116885,regular,1
302,0.51,Premium,G,VS2,61.3,59.0,1443,5.17,5.11,3.15,4,4,4,40,3.677049103205576,regular,1
303,1.54,Premium,D,VS2,62.7,59.0,16921,7.33,7.29,4.58,4,7,4,49,3.7755044827864093,regular,1
304,0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99,3,5,3,36,3.668364024388136,regular,1
305,0.33,Premium,I,VVS1,61.9,60.0,780,4.44,4.41,2.74,4,2,7,46,3.690566777115265,regular,1
306,0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79,2,2,7,40,3.867068655614657,regular,1
307,0.41,Very Good,E,SI1,63.2,56.0,1015,4.74,4.72,2.99,3,6,3,39,3.677422919421743,regular,1
308,0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,5,4,8,59,3.684690349320531,regular,1
309,1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45,3,5,3,36,3.6282636555533823,regular,1
310,1.04,Ideal,G,VS2,62.5,57.0,6709,6.49,6.46,4.05,5,4,4,43,3.674957760070842,good,2
311,0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4,5,6,3,45,3.6038486778816115,regular,1
312,0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,3,7,3,42,3.6942631889557123,regular,1
313,0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,5,3,5,44,3.5992553140755175,regular,1
314,0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,5,5,7,58,3.6072537544297076,regular,1
315,1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43,4,2,5,38,3.6628506129662766,regular,1
316,1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68,3,3,2,26,3.6807952041923313,regular,1
317,0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74,5,4,5,47,3.6739424334042265,regular,1
318,1.06,Ideal,F,VS1,61.9,57.0,7345,6.53,6.55,4.05,5,5,5,50,3.671534480601266,regular,1
319,0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84,3,4,3,33,3.675529634631528,regular,1
320,1.1,Ideal,J,SI2,60.1,57.0,4624,6.77,6.74,4.06,5,1,2,26,3.5626186473462482,regular,1
321,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,1,3,4,28,3.759817955184712,regular,1
322,0.32,Premium,G,VVS2,61.2,59.0,730,4.39,4.44,2.7,4,4,6,48,3.648295220049206,regular,1
323,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77,5,6,5,53,3.667341049937516,regular,1
324,0.73,Very Good,E,SI1,63.3,60.0,2523,5.65,5.7,3.59,3,6,3,39,3.7884046275622003,regular,1
325,1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48,4,4,3,36,3.917709082858251,regular,1
326,2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07,5,2,2,29,3.6701666936521433,regular,1
327,1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89,4,6,2,38,3.807307593903434,good,2
328,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,3,3,3,30,3.7709677591684017,good,2
329,1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18,4,5,4,43,3.5856200987697084,regular,1
330,0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57,5,3,7,52,3.70498157929471,regular,1
331,0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74,3,6,3,39,3.6681436076159972,regular,1
332,1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21,5,1,3,30,3.654318958890984,regular,1
333,0.28,Ideal,F,VS1,62.0,57.0,598,4.19,4.23,2.61,5,5,5,50,3.631736944991961,regular,1
334,0.53,Ideal,E,VS2,62.4,56.0,1813,5.2,5.16,3.23,5,6,4,49,3.6692014156194444,regular,1
335,1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88,3,2,2,23,3.805153994835848,good,2
336,0.46,Premium,E,VS1,62.0,58.0,1294,4.95,4.98,3.08,4,6,5,50,3.63516245224898,regular,1
337,0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74,5,7,3,48,3.6361953732051897,regular,1
338,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66,3,6,4,43,3.78192194247579,regular,1
339,1.01,Very Good,E,VS2,60.4,58.0,6666,6.47,6.51,3.92,3,6,4,43,3.6702976691356755,good,2
340,1.26,Ideal,G,SI1,59.6,57.0,6738,7.08,7.04,4.21,5,4,3,39,3.602747146166769,regular,1
341,0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85,5,5,5,50,3.5354844792231357,regular,1
342,2.01,Good,J,SI1,63.6,59.0,12257,7.96,8.01,5.08,2,1,3,21,3.7233855733591428,good,2
343,0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99,3,6,3,39,3.6182635470802422,regular,1
344,0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95,5,1,5,38,3.6391095099029265,regular,1
345,0.91,Premium,G,SI2,61.3,60.0,3423,6.17,6.2,3.79,4,4,2,32,3.76596759915979,regular,1
346,0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21,5,4,8,59,3.601271714962309,regular,1
347,0.32,Very Good,D,VS2,62.5,57.0,758,4.34,4.39,2.73,3,7,4,46,3.6913424062684537,regular,1
348,1.77,Premium,E,VS2,61.6,58.0,15278,7.78,7.71,4.77,4,6,4,46,3.7116939812743155,regular,1
349,0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,4,5,6,51,3.6346102122854664,regular,1
350,1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56,3,7,2,38,3.8168131884797964,regular,1
351,1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,5,6,3,45,3.6429984623420477,good,2
352,1.58,Premium,G,VS1,60.8,58.0,11380,7.58,7.52,4.59,4,4,5,44,3.6233359714888413,regular,1
353,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,4,4,2,32,3.6547703890503076,regular,1
354,0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56,3,7,3,42,3.637644087082289,regular,1
355,0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71,5,7,3,48,3.627223529463615,regular,1
356,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52,4,6,4,46,3.699100378787879,regular,1
357,1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59,2,1,4,25,3.766682637401049,regular,1
358,0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69,5,7,3,48,3.5961316759574466,regular,1
359,0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67,5,3,7,52,3.70705200874386,regular,1
360,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,4,6,3,42,3.698461115688248,regular,1
361,0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7,5,5,5,50,3.623533035297741,regular,1
362,1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04,3,6,3,39,3.685114349098253,good,2
363,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29,5,7,7,64,3.6454338090215845,regular,1
364,0.9,Very Good,F,VS2,63.4,58.0,4400,6.07,6.11,3.86,3,5,4,40,3.772042295882323,regular,1
365,0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1,5,7,4,52,3.6117097912667284,regular,1
366,0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83,3,3,5,38,3.7338631768155977,regular,1
367,1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47,3,7,6,54,3.586267412086413,regular,1
368,0.54,Good,E,SI2,63.8,54.0,1163,5.17,5.18,3.3,2,6,2,32,3.6661545365607267,regular,1
369,1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19,5,3,3,36,3.6620323016504397,regular,1
370,2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,3,1,3,24,3.757926578653791,regular,1
371,0.43,Ideal,F,VS2,61.5,56.0,904,4.85,4.89,2.99,5,5,4,46,3.638295086461333,regular,1
372,0.7,Good,F,SI1,64.3,63.0,2059,5.58,5.55,3.58,2,5,3,33,3.7882539234134116,regular,1
373,1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01,1,6,2,29,3.93141953906169,good,2
374,0.6,Premium,H,SI1,58.9,61.0,1341,5.54,5.5,3.25,4,3,3,33,3.635353815859231,regular,1
375,0.9,Good,F,VS1,63.3,59.0,4508,6.03,6.07,3.83,2,5,5,41,3.8520239850125453,regular,1
376,0.71,Ideal,I,SI1,61.4,56.0,2376,5.73,5.77,3.53,5,2,3,33,3.650097443464039,regular,1
377,0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75,5,6,8,65,3.614563301451756,regular,1
378,0.38,Very Good,H,VVS1,59.1,58.0,967,4.71,4.76,2.8,3,3,7,46,3.6320260588311766,regular,1
379,0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46,3,7,6,54,3.640402828775018,regular,1
380,1.01,Ideal,E,SI1,62.1,54.0,5599,6.5,6.41,4.01,5,6,3,45,3.6270777514392347,good,2
381,0.9,Good,G,SI1,63.7,60.0,3669,6.11,6.07,3.88,2,4,3,30,3.7525987788932387,regular,1
382,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97,5,2,5,41,3.595039967199206,regular,1
383,0.7,Premium,I,SI1,61.8,62.0,1914,5.69,5.64,3.5,4,2,3,30,3.7392962644430314,regular,1
384,0.5,Premium,E,SI2,60.1,60.0,1262,5.13,5.05,3.06,4,6,2,38,3.7843481630584805,regular,1
385,1.01,Ideal,F,SI1,62.3,58.0,5646,6.35,6.42,3.98,5,5,3,42,3.734915655620069,good,2
386,0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02,3,4,3,33,3.652075148228601,regular,1
387,1.7,Ideal,J,VS2,62.5,57.0,9414,7.6,7.63,4.76,5,1,4,34,3.695345835098888,regular,1
388,0.52,Good,G,SI1,63.3,57.0,1244,5.08,5.11,3.22,2,4,3,30,3.7326228461210915,regular,1
389,0.4,Good,E,VVS2,58.5,60.0,1059,4.82,4.86,2.83,2,6,6,48,3.620274478350125,regular,1
390,1.21,Ideal,H,SI2,62.6,56.0,5624,6.84,6.77,4.26,5,3,2,32,3.6802917759652503,regular,1
391,0.9,Very Good,H,SI2,62.3,61.0,3481,6.15,6.17,3.84,3,3,2,26,3.705973040281456,regular,1
392,0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39,4,7,6,57,3.5912384941207702,regular,1
393,1.01,Good,J,SI1,58.8,57.0,3853,6.57,6.63,3.88,2,1,3,21,3.5856013326792633,good,2
394,0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88,5,1,5,38,3.689169899079015,regular,1
395,0.33,Ideal,G,IF,61.7,55.0,1052,4.47,4.45,2.75,5,4,8,59,3.6196365281652967,regular,1
396,0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17,5,5,3,42,3.583785101066957,regular,1
397,1.04,Premium,G,IF,61.3,58.0,9039,6.52,6.43,3.97,4,4,8,56,3.749173289264846,good,2
398,1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12,3,4,2,29,3.8342825472058717,regular,1
399,1.22,Ideal,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,5,4,4,43,3.640849531955363,regular,1
400,0.71,Very Good,I,VVS1,63.5,57.0,2456,5.65,5.68,3.6,3,2,7,43,3.687315634218289,regular,1
401,0.78,Ideal,D,SI2,61.4,57.0,3454,5.91,5.94,3.64,5,7,2,44,3.662440210663561,regular,1
402,0.9,Ideal,H,VS2,61.9,55.0,4133,6.22,6.19,3.84,5,3,4,40,3.652426639793464,regular,1
403,0.31,Ideal,D,VS2,61.5,56.0,734,4.34,4.37,2.68,5,7,4,52,3.659375564153732,regular,1
404,0.92,Good,E,SI2,62.0,64.0,3153,6.2,6.16,3.83,2,6,2,32,3.773704607529252,regular,1
405,0.43,Ideal,I,VS1,61.8,55.0,1218,4.88,4.9,3.02,5,2,5,41,3.572702558387376,regular,1
406,0.3,Ideal,G,VS2,61.2,55.0,545,4.35,4.38,2.67,5,4,4,43,3.5383262655266186,regular,1
407,0.7,Ideal,E,VS2,62.5,55.0,2693,5.73,5.7,3.57,5,6,4,49,3.6020654243143015,regular,1
408,0.32,Premium,E,VVS2,61.5,58.0,842,4.36,4.42,2.7,4,6,6,54,3.690019879982103,regular,1
409,0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,5,4,8,59,3.6765638344195013,regular,1
410,0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66,5,4,6,51,3.6513194407931246,regular,1
411,0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89,5,3,6,48,3.664452630103016,regular,1
412,2.04,Premium,H,SI1,62.5,61.0,18115,8.08,8.04,5.04,4,3,3,33,3.7383802346119475,good,2
413,0.47,Premium,H,VS1,60.3,61.0,1244,5.05,5.04,3.04,4,3,5,41,3.6446313804312767,regular,1
414,0.53,Ideal,D,VS2,61.7,55.0,1857,5.21,5.23,3.22,5,7,4,52,3.6243642346551996,regular,1
415,0.6,Very Good,D,VVS2,60.6,57.0,2897,5.48,5.51,3.33,3,7,6,54,3.580355164071565,regular,1
416,0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52,5,6,4,49,3.635134858383338,regular,1
417,0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05,5,4,2,35,3.6423127471840373,regular,1
418,1.04,Premium,I,SI1,61.8,60.0,4368,6.51,6.47,4.01,4,2,3,30,3.694493848925292,good,2
419,1.02,Premium,G,SI2,62.5,59.0,4370,6.42,6.37,4.0,4,4,2,32,3.741252072360217,good,2
420,0.75,Good,E,SI2,63.8,55.0,2453,5.74,5.8,3.68,2,6,2,32,3.67303282156831,regular,1
421,0.41,Premium,E,VS1,60.6,59.0,1153,4.8,4.77,2.9,4,6,5,50,3.7049085520133014,regular,1
422,0.4,Ideal,E,VVS1,62.4,57.0,1333,4.67,4.72,2.93,5,6,7,61,3.7160773236414744,regular,1
423,0.7,Fair,E,SI2,70.6,56.0,1828,5.45,5.35,3.81,1,6,2,29,3.780715784015808,regular,1
424,1.08,Very Good,G,VS2,60.6,58.0,6777,6.65,6.71,4.05,3,4,4,37,3.5857154062503502,regular,1
425,1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28,5,4,6,51,3.701769554191378,regular,1
426,0.55,Ideal,E,SI2,62.0,56.0,1273,5.27,5.22,3.25,5,6,2,41,3.6910460256661928,regular,1
427,0.31,Very Good,F,VS2,62.9,56.0,625,4.3,4.32,2.71,3,5,4,40,3.694804389904364,regular,1
428,1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01,3,4,5,41,3.714645858046047,good,2
429,0.64,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5,2,1,2,17,3.748647338680037,regular,1
430,0.3,Premium,D,SI1,59.7,59.0,552,4.34,4.37,2.6,4,7,3,45,3.6502952277662546,regular,1
431,0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.74,2.96,4,7,2,41,3.6757560043922592,regular,1
432,0.76,Ideal,F,SI2,60.3,60.0,2624,5.86,5.89,3.54,5,5,2,38,3.7320604519152005,regular,1
433,0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0,4,4,7,52,3.6208031599736668,regular,1
434,0.64,Very Good,D,SI1,62.2,55.0,1967,5.51,5.55,3.44,3,7,3,42,3.650296985881336,regular,1
435,0.3,Ideal,E,VVS2,62.2,54.4,779,4.3,4.32,2.68,5,6,6,57,3.6156427166493113,regular,1
436,0.38,Ideal,E,VS1,61.4,56.0,920,4.66,4.69,2.87,5,6,5,53,3.6349144243894593,regular,1
437,0.38,Ideal,H,IF,60.0,60.0,1064,4.71,4.76,2.84,5,3,8,56,3.5808707622279203,regular,1
438,0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94,5,6,7,61,3.7272631126281075,regular,1
439,0.32,Ideal,G,VVS2,61.6,55.0,936,4.42,4.41,2.72,5,4,6,51,3.6213580454806356,regular,1
440,1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47,5,7,3,48,3.593850868802738,regular,1
441,2.04,Ideal,H,SI2,62.0,56.0,16319,8.18,8.23,5.09,5,3,2,32,3.571992156582269,good,2
442,1.2,Ideal,J,VS1,61.8,55.0,5040,6.81,6.76,4.19,5,1,5,38,3.732713570161982,regular,1
443,0.39,Very Good,G,IF,63.5,56.0,1271,4.67,4.65,2.96,3,4,8,53,3.6404436487326586,regular,1
444,1.09,Ideal,J,SI1,61.4,55.0,4565,6.61,6.67,4.08,5,1,3,30,3.6357188496612243,regular,1
445,1.01,Ideal,I,SI1,60.6,57.0,3999,6.51,6.56,3.96,5,2,3,33,3.583377894943592,good,2
446,1.2,Ideal,G,VS2,62.8,54.0,8414,6.75,6.79,4.25,5,4,4,43,3.696323890380894,regular,1
447,1.01,Good,F,VS1,59.0,62.0,6794,6.56,6.6,3.88,2,5,5,41,3.60739022104373,good,2
448,0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25,5,3,3,36,3.651813142131611,regular,1
449,1.51,Premium,H,SI1,60.6,59.0,10519,7.45,7.41,4.5,4,3,3,33,3.647045681662425,regular,1
450,0.31,Ideal,F,IF,62.0,55.0,914,4.36,4.38,2.71,5,5,8,62,3.594041218783433,regular,1
451,0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18,5,6,5,53,3.6565050479486105,regular,1
452,0.3,Very Good,E,VVS2,59.7,57.0,622,4.37,4.43,2.62,3,6,6,51,3.5488369850011563,regular,1
453,2.05,Premium,H,SI2,62.5,58.0,16431,8.12,8.08,5.06,4,3,2,29,3.7049914029740947,regular,1
454,1.03,Very Good,G,SI1,59.4,60.0,5353,6.61,6.66,3.94,3,4,3,33,3.5630060895579225,good,2
455,0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58,5,5,2,38,3.6245518078081407,regular,1
456,1.01,Premium,F,VS2,59.9,61.0,6097,6.5,6.46,3.88,4,5,4,43,3.719589593005699,good,2
